"ITTER107","Territorio","TIPO_DATO8","Tipo dato","TIP_FAM","Tipologia familiare","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2018","2018",20.1,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2019","2019",19.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2020","2020",20.1,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR35_44","almeno un figlio minore e p.r. con 35-44 anni","2021","2021",19.1,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2016","2016",14.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2017","2017",16,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2018","2018",16.4,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2019","2019",15.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2020","2020",14.9,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR45_55","almeno un figlio minore e p.r. con 45-54 anni","2021","2021",16.4,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2016","2016",14.2,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2017","2017",18.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2018","2018",14.8,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2019","2019",16.2,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2020","2020",11.4,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PRGE55","almeno un figlio minore e p.r. con 55 anni e più","2021","2021",15.3,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2016","2016",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2017","2017",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2018","2018",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2019","2019",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2020","2020",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F1","Famiglie per presenza di componenti stranieri","2021","2021",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2016","2016",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2017","2017",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2018","2018",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2019","2019",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2020","2020",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F2","Famiglie per presenza di anziani","2021","2021",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2016","2016",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2017","2017",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2018","2018",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2019","2019",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2020","2020",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","OR_F3","Famiglie per presenza di figli minori","2021","2021",,"t","è voce da considerarsi come titolo di raggruppamento"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2016","2016",31.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2017","2017",34.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2018","2018",31.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2019","2019",30.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2020","2020",25.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ALL_NNAT","famiglie di soli stranieri","2021","2021",32.2,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2016","2016",5.1,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2017","2017",8.9,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2018","2018",5.4,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2019","2019",7.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2020","2020",4.3,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_34","persona sola 18-34 anni","2021","2021",5.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2016","2016",5.4,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2017","2017",6.2,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2018","2018",5.8,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2019","2019",5.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2020","2020",4.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","SMB_18_64","persona sola 18-64 anni","2021","2021",4.8,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2016","2016",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2017","2017",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2018","2018",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2019","2019",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2020","2020",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_34","coppia senza figli con persona di riferimento 18-34 anni","2021","2021",,"0","il dato non raggiunge la metà della cifra minima considerata"
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2016","2016",7.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2017","2017",7.8,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2018","2018",7.6,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2019","2019",6.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2020","2020",5.5,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","COUP_WH_C_PR18_64","coppia senza figli con persona di riferimento 18-64 anni","2021","2021",6.3,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2016","2016",25.9,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2017","2017",25.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2018","2018",26.3,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2019","2019",26,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2020","2020",22.7,,
"IT","Italia","INCID_POVREL_FAM","incidenza di povertà relativa familiare (% di famiglie in povertà relativa)","ATL_1_MINCH_PR18_34","almeno un figlio minore e p.r. 18-34 anni","2021","2021",24.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2016","2016",5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2017","2017",5.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2018","2018",5.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2019","2019",5.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2020","2020",7.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","HH","totale famiglie","2021","2021",6.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2016","2016",3.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2017","2017",4.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2018","2018",6.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2019","2019",5.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2020","2020",5.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_35_64","persona sola 35-64 anni","2021","2021",6.5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2016","2016",3.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2017","2017",2.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2018","2018",3.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2019","2019",5.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2020","2020",5.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SMB_GE65","persona sola 65 anni o più","2021","2021",4.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2016","2016",4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2017","2017",2.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2018","2018",4.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2019","2019",3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2020","2020",4.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PR35_64","coppia senza figli con persona di riferimento 35-64 anni","2021","2021",4.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2016","2016",1.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2017","2017",1.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2018","2018",2.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2019","2019",3.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2020","2020",4.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUP_WH_C_PRGE65","coppia senza figli con persona di riferimento 65 anni o più","2021","2021",2.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2016","2016",3.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2017","2017",4.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2018","2018",4.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2019","2019",4.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2020","2020",6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W1C","coppia con 1 figlio","2021","2021",5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2016","2016",9.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2017","2017",8.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2018","2018",7.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2019","2019",8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2020","2020",11.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W2C","coppia con 2 figli","2021","2021",8.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2016","2016",16.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2017","2017",16.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2018","2018",15,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2019","2019",13.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2020","2020",21,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","COUPF_W3GEC","coppia con 3 e più figli","2021","2021",21.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2016","2016",3.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2017","2017",7.5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2018","2018",10.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2019","2019",8.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2020","2020",11.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","SNGP","monogenitore","2021","2021",9.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2016","2016",11.5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2017","2017",17.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2018","2018",13.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2019","2019",11.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2020","2020",16.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","OTHER1","altre tipologie","2021","2021",14.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2016","2016",2.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2017","2017",3.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2018","2018",3.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2019","2019",4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2020","2020",5.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","WH_FR_HH","famiglie di soli italiani","2021","2021",4.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2016","2016",22.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2017","2017",20.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2018","2018",18.8,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2019","2019",15.7,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2020","2020",24.1,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","NAT_FR_HH","famiglie miste","2021","2021",19.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2016","2016",3.5,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2017","2017",3.6,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2018","2018",3.9,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2019","2019",5.2,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2020","2020",6.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","1ELD","1 anziano","2021","2021",5.4,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2016","2016",2.3,,
"ITCD","Nord","INCID_POVASS_FAM","incidenza di povertà assoluta familiare (% di famiglie in poverta assoluta)","2GE_ELD","2 anziani o più ","2017","2017",2.6,,
